id,procedure_statutory_instrument_name,statutory_instrument_number,statutory_instrument_number_prefix,statutory_instrument_number_year,coming_into_force_note,coming_into_force_date,made_date,web_link,triple_store_id,acts_string,preceding_work_packaged_thing_string
878,Fertilisers and Ammonium Nitrate Material (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2019/9780111178577,GjJtlRrI,"1, 2419",465
729,Pesticides (Maximum Residue Levels) (Amendment etc.) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1(1),,,https://www.legislation.gov.uk/ukdsi/2019/9780111176924,PyC5117b,1,
6006,Agriculture (Delinked Payments and Consequential Provisions) (England) Regulations 2023,,SI,2023,,2024-01-01 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2023/9780348253344,XZcR4sgS,10,
7228,Electricity and Gas (Energy Company Obligation) (Amendment) Order 2025,,SI,2025,,,,https://www.legislation.gov.uk/ukdsi/2025/9780348272741,AqQ1ML0l,"1519, 215",
281,Electricity and Gas (Powers to Make Subordinate Legislation) (Amendment) (EU Exit) Regulations 2018,,SI,2018,in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2018/9780111172377,tRaHj88K,1,
5277,Packaging Waste (Data Reporting) (England) Regulations 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348241549,XN7sFyib,1272,
1672,Plant Health (Amendment etc.) (EU Exit) Regulations 2019,,SI ,2019,in accordance with regulation 1(2) to (4).,,,https://www.legislation.gov.uk/ukdsi/2019/9780111188859,BuO0s7j0,1,
2955,London Borough of Islington (Electoral Changes) Order 2020,,SI,2020,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2020/9780348208610,Rp27llhY,949,
6995,East Midlands Combined County Authority (Adult Education Functions) Regulations 2025,,SI,2025,in accordance with regulation 1(1),,,https://www.legislation.gov.uk/ukdsi/2025/9780348269093,yYmpxWtT,18399,
3361,Ecodesign for Energy-Related Products and Energy Information (Amendment) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2020/9780348213430,P4pK1N6c,1,
586,Intellectual Property (Exhaustion of Rights) (EU Exit) Regulations 2018,,SI,2018,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111175255,q3GTfgN4,1,
7263,Limited Liability Partnerships (Application and Modification of Company Law) Regulations 2025,,SI,2025,in accordance with regulation 1(2) to (4),,,https://www.legislation.gov.uk/ukdsi/2025/9780348273380,fNWP5mpw,393,
5032,Stockport (Electoral Changes) Order 2022,,SI,2022,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2022/9780348237504,gBJes10b,949,
1669,Insolvency (Amendment) (EU Exit) (No. 2)  Regulations 2019,,SI,2019,in accordance with regulation 1(2).,,,https://www.legislation.gov.uk/ukdsi/2019/9780111188842,ptvAYevx,1,
6805,Electricity Capacity Mechanism (Amendment) Regulations 2024,,SI,2024,In accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2024/9780348265828,kWpM2Erc,17808,6665
3240,Apprenticeships (Alternative English Completion Conditions and Miscellaneous Provisions) (Amendment) (Coronavirus) Regulations 2020,,SI,2020,in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2020/9780348211696,gi5yi4Kc,820,
971,Electricity and Gas (Market Integrity and Transparency) (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111179895,2XYFywSH,1,771
941,Medical Devices (Amendment etc.) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111179260,wPflIEQo,1,
420,Takeovers (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111173923,jpAEAwot,1,
1670,"Newcastle Upon Tyne, North Tyneside and Northumberland Combined Authority (Adult Education Functions) Order 2019",,SI ,2019,in accordance with article 1.,,,https://www.legislation.gov.uk/ukdsi/2019/9780111188811,0UWqnm8U,"949, 1306",
7286,Counter-Terrorism and Border Security Act 2019 and the Terrorism Act 2000 (Port Examination Codes of Practice) Regulations 2025,,SI,2025,,,,https://www.legislation.gov.uk/ukdsi/2025/9780348273748,uSGLoFvc,1070,
1043,"Food Additives, Flavourings, Enzymes and Extraction Solvents (Amendment etc.) (EU Exit) Regulations 2019",,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111180419,dH6aNJcD,1,
427,European Research Infrastructure Consortium (Amendment) (EU Exit) Regulations 2018,,SI,2018,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111173824,VDyfxcNf,1,217
347,Online Pornography (Commercial Basis) Regulations 2018,,SI,2018,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111173183,ogDjrUru,19,
3695,Pneumoconiosis etc. (Workers' Compensation) (Payment of Claims) (Amendment) Regulations 2021,,SI,2021,,2021-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2021/9780348218978,F236gpCy,1944,
6715,Human Medicines (Amendment) (Modular Manufacture and Point of Care) Regulations 2024,,SI,2024,In accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2024/9780348264579,0gjqnXhq,24,
5966,Representation of the People (Overseas Electors etc.) (Amendment) (Northern Ireland) Regulations 2023,,SI,2023,,2024-01-16 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2023/9780348252729,Y46EaJXB,"61, 1351, 1718, 1209",
5791,Environmental Permitting (England and Wales) (Amendment) (England) (No. 2) Regulations 2023,,SI,2023,,2023-12-01 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2023/9780348249941,VBaoPZ7m,1230,
4861,Goods Vehicles (Licensing of Operators) (Amendment) (No. 2) Regulations 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348235111,rBst2Hmm,12,4666
2343,Special Immigration Appeals Commission (Procedure) (Amendment) Rules 2018,,SI,2018,in accordance with rule 1(2).,,,https://www.legislation.gov.uk/ukdsi/2018/9780111167922,igh8BT6f,533,
5625,Register of Overseas Entities (Penalties and Northern Ireland Dispositions) Regulations 2023,,SI,2023,,,,https://www.legislation.gov.uk/ukdsi/2023/9780348247572,0eWJta6s,1407,
7266,Hovercraft (Application of Enactments) (Amendment) Order 2025,,SI,2025,,,,https://www.legislation.gov.uk/ukdsi/2025/9780348273151,UoJJsaTL,2742,
6221,Electricity Supplier Obligations (Excluded Electricity) (Amendment) Regulations 2024,,SI,2024,,2024-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2024/9780348256697,6wI1n0WF,863,
3352,Road Vehicles and Non-Road Mobile Machinery (Type-Approval) (Amendment) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1(2).,,,https://www.legislation.gov.uk/ukdsi/2020/9780348213096,VAkfLiDv,"1298, 1",
7244,Electrical Safety Standards in the Private Rented Sector (England) (Amendment) (Extension to the Social Rented Sector) Regulations 2025,,SI,2025,In accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2025/9780348273007,PNCxxMFd,1026,
4596,Cumbria (Structural Changes) Order 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348231359,gnQaHXQU,1339,
2941,"NHS Counter Fraud Authority (Establishment, Constitution, and Staff and Other Transfer Provisions) (Amendment) Order 2020",,SI,2020,,2020-10-30 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2020/9780111196847,zdSv7BFn,1178,
5217,Telford & Wrekin (Electoral Changes) Order 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348240528,d3tIm4IV,949,
2889,African Development Bank (Further Payments to Capital Stock) Order 2020,,SI,2020,in accordance with article 1.,,,https://www.legislation.gov.uk/ukdsi/2020/9780111196144,XwrnwR1u,1307,
6932,"Social Security (Contributions) (Rates, Limits and Thresholds Amendments, National Insurance Funds Payments and Extension of Veteran's Relief) Regulations 2025",,SI,2025,,2025-04-06 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2025/9780348267945,nCYmLuiQ,"589, 528, 529, 286, 527, 1410",
797,Carlisle (Electoral Changes) Order 2019,,SI,2019,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2019/9780111177464,k7XSL5XV,949,
1689,Agriculture (Miscellaneous Amendments) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2019/9780111189078,d3ooC2Bu,1,
1634,Freedom of Establishment and Free Movement of Services (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111188545,Y4KG1SzZ,1,
5135,Bereavement Benefits (Remedial) Order 2022,,SI,2022,in accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2022/9780348239485,ILM51QTW,1324,4779
3708,Guaranteed Minimum Pensions Increase Order 2021,,SI,2021,,2021-04-06 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2021/9780348219074,kRfXUlQ9,452,
5973,Payment and Electronic Money Institution Insolvency (Amendment) Regulations 2023,,SI,2023,,,,https://www.legislation.gov.uk/ukdsi/2023/9780348252859,G2I7LED8,25,
6192,Social Security Benefits Up-rating Order 2024,,SI,2024,In accordance with article 1(3) and (4),,,https://www.legislation.gov.uk/ukdsi/2024/9780348256314,0vIES4WS,528,
570,Aviation Safety (Amendment etc.) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111175101,SgE2yI2a,1,
1421,Rehabilitation of Offenders Act 1974 (Exceptions) Order 1975 (Amendment) (England and Wales) Order 2019,,SI,2019,in accordance with article 1(1),,,https://www.legislation.gov.uk/ukdsi/2019/9780111185520,1gOtkGWl,2332,
1136,"Common Agricultural Policy (Financing, Management and Monitoring Supplementary Provisions) (Miscellaneous Amendments) (EU Exit) Regulations 2019",,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111181188,T2xxVVGD,1,
4976,"Drivers? Hours, Tachographs, International Road Haulage and Licensing of Operators (Amendment) Regulations 2022",,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348236651,yEwkdxXS,12,
1018,Aviation Security (Amendment etc.) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2019/9780111179932,fIFVJOtG,1,
7003,Community Infrastructure Levy (Amendment etc.) (England) Regulations 2025,,SI,2025,,2025-05-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2025/9780348269130,gnSehXJA,946,
644,Immigration (Leave to Enter and Remain) (Amendment) Order 2018,,SI,2018,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111176016,8kxFZMLN,2565,
6922,Social Security (Scotland) Act 2018 (Scottish Adult Disability Living Allowance) (Consequential Modifications) Order 2025,,SI,2025,,2025-03-21 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2025/9780348267778,4ju9M1db,1289,
5606,REACH (Amendment) Regulations 2023,,SI,2023,in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2023/9780348247329,GXNFmPqb,1395,
5228,Investigatory Powers (Communications Data) (Relevant Public Authorities and Designated Senior Officers) Regulations 2022,,SI,2022,,2023-01-01 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2022/9780348240641,bnKU2a20,1334,
241,Dartford (Electoral Changes) Order 2018,,SI,2018,in accordance with article 1(2) and (3).,,,https://www.legislation.gov.uk/ukdsi/2018/9780111171592,3ovJSqCK,949,
6522,Reporting on Payment Practices and Performance (Amendment) (No. 2) Regulations 2024,,SI,2024,,,,https://www.legislation.gov.uk/ukdsi/2024/9780348261677,i5DsZgkk,"393, 1330",
5800,Courts (Prescribed Recordings) Order 2023,,SI,2023,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2023/9780348250114,5P2ahAtI,1316,
6930,Social Security Benefits Up-rating Order 2025,,SI,2025,In accordance with article 1(3) and (4),,,https://www.legislation.gov.uk/ukdsi/2025/9780348267822,V335WNGe,528,
5616,Rehabilitation of Offenders Act 1974 (Exceptions) (Amendment) (England and Wales) Order 2023,,SI,2023,in accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2023/9780348247428,O6pYWm0M,2332,
750,Financial Markets and Insolvency (Amendment and Transitional Provision) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2019/9780111176887,RwLinZWw,"1, 2419",
5252,Product Safety and Metrology (Amendment and Transitional Provisions) Regulations 2022,,SI,2022,,2022-12-31 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2022/9780348241150,Iej3CpFt,1,
607,Air Passenger Rights and Air Travel Organisers' Licensing (Amendment) (EU Exit) Regulations 2018,,SI,2018,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111175293,Y1l3SEBv,"1, 2419, 1769",
5677,African Development Bank (Sixteenth Replenishment of the African Development Fund) Order 2023,,SI,2023,,,,https://www.legislation.gov.uk/ukdsi/2023/9780348248197,GPaReKdO,1307,
4865,Motor Vehicles (International Circulation) (Amendment) Order 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348235128,2bcdxvbF,3822,
1447,Companies (Directors' Remuneration Policy and Directors' Remuneration Report) Regulations 2019,,SI,2019,,2019-06-10 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2019/9780111185940,sDaGlPLI,"1183, 2419",
6180,Paternity Leave (Amendment) Regulations 2024,,SI,2024,,2024-03-08 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2024/9780348256116,SvEUnTRB,1337,
4430,Civil Partnership (Scotland) Act 2020 and Marriage and Civil Partnership (Scotland) Act 2014 (Consequential Modifications) Order 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348228960,9WrK1pPl,1289,
3379,Medical Devices (Amendment etc.) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2020/9780348213805,2OyPENX9,"1, 1320",
6086,Biodiversity Gain Site Register (Financial Penalties and Fees) Regulations 2024,,SI,2024,In accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2024/9780348254358,gqQ2bjR0,1395,
209,Electricity and Gas (Energy Company Obligation) Order 2018,,SI,2018,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111171769,pyflzxxb,"215, 292, 2419",
3809,Representation of the People (Proxy Vote Applications) (Coronavirus) Regulations 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348220339,AuRGcM2V,"138, 61, 1718",
7280,Double Taxation Relief and International Tax Enforcement (Peru) Order 2025,,SI,2025,,,,https://www.legislation.gov.uk/ukdsi/2025/9780348273595,3sucUdmu,338,
4416,Consumer Scotland Act 2020 (Consequential Provisions and Modifications) Order 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348228847,H67KKTFR,1289,
7215,Marking of Retail Goods Regulations 2025,,SI,2025,,2025-07-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2025/9780348272536,6uAtHp7w,1,
2577,Pendle (Electoral Changes) Order 2020,,SI,2020,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2020/9780111191910,KqvS5B62,949,
6250,South Yorkshire Mayoral Combined Authority (Election of Mayor and Transfer of Police and Crime Commissioner Functions) Order 2024,,SI,2024,In accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2024/9780348257335,IMlV2VaA,949,
3274,European Qualifications (Health and Social Care Professions) (EFTA States) (Amendment etc.) (EU Exit) Regulations 2020,,SI,2020,,,,https://www.legislation.gov.uk/ukdsi/2020/9780348212129,3SOAkfSp,"1320, 1, 1264",
6530,Government of Wales Act 2006 (Devolved Welsh Authorities) (Amendment) Order 2024,,SI,2024,In accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2024/9780348261721,Dpo6lfGJ,1291,
4574,Major Sporting Events (Income Tax Exemption) (UEFA Women?s EURO 2022 Finals) Regulations 2022,,SI,2022,,2022-06-30 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2022/9780348231168,vT75uimA,1191,
855,Employment Rights (Amendment) (Northern Ireland) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1(1),,,https://www.legislation.gov.uk/ukdsi/2019/9780111178201,UkuJ6RIi,"1, 2419",446
4570,Waste and Agriculture (Legislative Functions) Regulations 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348231113,JYBE31Kg,1,
711,Product Safety and Metrology etc. (Amendment etc.) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111176368,vrtGuKQc,1,
3048,Carriage of Dangerous Goods and Use of Transportable Pressure Equipment (Amendment) (EU Exit) Regulations 2020,,SI,2020,,,,https://www.legislation.gov.uk/ukdsi/2020/9780348209587,sr5QEBu6,1,2748
650,Reigate and Banstead (Electoral Changes) Order 2019,,SI,2019,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2019/9780111175576,adIIm4Ah,949,
3340,Food (Amendment) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2020/9780348213065,7c2i3pGe,1,
456,Privacy and Electronic Communications (Amendment) (No. 2) Regulations 2018,,SI,2018,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111174135,UrWeiqSL,1279,
1508,Consumer Rights Act 2015 (Enforcement) (Amendment) Order 2019,,SI,2019,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111186879,GCcMCFNv,1332,
3235,City of Westminster (Electoral Changes) Order 2020,,SI,2020,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2020/9780348211672,LXZvVLkt,949,
373,Markets in Financial Instruments (Amendment) (EU Exit) Regulations 2018,,SI,2018,in accordance with regulation 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2018/9780111173480,FK1EUGKj,"1, 2419",
3714,"Nationality, Immigration and Asylum Act 2002 (Juxtaposed Controls) (Amendment) Order 2021",,SI,2021,2021,,,https://www.legislation.gov.uk/ukdsi/2021/9780348219159,VfmxWe55,789,
243,Redcar and Cleveland (Electoral Changes) Order 2018,,SI,2018,in accordance with article 1(2) and (3).,,,https://www.legislation.gov.uk/ukdsi/2018/9780111171677,URYwfkWz,949,
