id,title,royalassentdate,year,chapternumber,legislationgovuri,dataparliamenturi,triplestoreid
13993,"Slave Trade, Convention with Brazil Act 1827",1827-07-02,1827,c.74,,http://data.parliament.uk/publicgeneralact/1827/74,48rey50A
13994,Land Tax Commissioners Act 1827,1827-06-23,1827,c.75,,http://data.parliament.uk/publicgeneralact/1827/75,tUI2C9s5
13995,Duke and Duchess of Clarence's Annuity Act 1827,1827-04-02,1827,c.10,,http://data.parliament.uk/publicgeneralact/1827/10,1HGPrFVz
13996,Payment of Creditors (Scotland) Act 1827,1827-04-02,1827,c.11,,http://data.parliament.uk/publicgeneralact/1827/11,ttjcIrMU
13997,Public Works Loans (Ireland) Act 1827,1827-04-02,1827,c.12,,http://data.parliament.uk/publicgeneralact/1827/12,9hoV5HM8
13998,Indemnity Act 1827,1827-04-12,1827,c.13,,http://data.parliament.uk/publicgeneralact/1827/13,fFJcgr5A
13999,Quartering of Soldiers Act 1827,1827-04-12,1827,c.14,,http://data.parliament.uk/publicgeneralact/1827/14,P5SSqz2I
14000,"Bills of Exchange, etc. Act 1827",1827-04-12,1827,c.15,,http://data.parliament.uk/publicgeneralact/1827/15,adOViMPJ
14001,Supply Act 1827,1827-04-12,1827,c.16,,http://data.parliament.uk/publicgeneralact/1827/16,EAN7EyQB
14002,Distress (Costs) Act 1827,1827-05-28,1827,c.17,https://www.legislation.gov.uk/id/ukpga/Geo4/7-8/17,http://data.parliament.uk/publicgeneralact/1827/17,VN1EcelO
14003,Spring Guns Act 1827,1827-05-28,1827,c.18,,http://data.parliament.uk/publicgeneralact/1827/18,hd8apQID
14004,Passenger Vessels Act 1827,1827-05-28,1827,c.19,,http://data.parliament.uk/publicgeneralact/1827/19,0iv4Qqu5
14005,Fraudulent Bankrupts (Scotland) Act 1827,1827-05-28,1827,c.20,,http://data.parliament.uk/publicgeneralact/1827/20,IysCVgOI
14006,Postage Act 1827,1827-05-28,1827,c.21,,http://data.parliament.uk/publicgeneralact/1827/21,moXLow16
14007,Insolvent Debtors (Ireland) Act 1827,1827-06-14,1827,c.22,,http://data.parliament.uk/publicgeneralact/1827/22,63K8Z6og
14008,"Roads, etc. (Ireland) Act 1827",1827-06-14,1827,c.23,,http://data.parliament.uk/publicgeneralact/1827/23,BizyNiBC
14009,Turnpike Roads (England) Act 1827,1827-06-14,1827,c.24,,http://data.parliament.uk/publicgeneralact/1827/24,dXrA14Mr
14010,Resignation Bonds Act 1827,1827-06-14,1827,c.25,,http://data.parliament.uk/publicgeneralact/1827/25,FS24gkPw
14011,Youghal Rectory Act 1827,1827-06-14,1827,c.26,,http://data.parliament.uk/publicgeneralact/1827/26,h23gFWAd
14012,"Criminal Statutes (England), Repeal Act 1827",1827-06-21,1827,c.27,,http://data.parliament.uk/publicgeneralact/1827/27,IENdp1rf
14013,Criminal Law Act 1827,1827-06-21,1827,c.28,,http://data.parliament.uk/publicgeneralact/1827/28,L7wig24s
14014,Larceny (England) Act 1827,1827-06-21,1827,c.29,,http://data.parliament.uk/publicgeneralact/1827/29,BSA9AOQQ
14018,Mutiny Act 1826,1826-03-22,1826,c.10,,http://data.parliament.uk/publicgeneralact/1826/10,VLH3t0AI
14019,Marine Mutiny Act 1826,1826-03-22,1826,c.11,,http://data.parliament.uk/publicgeneralact/1826/11,XV0dKgpR
14020,"Lands of Dallas, Receiver-General Act 1826",1826-03-22,1826,c.12,,http://data.parliament.uk/publicgeneralact/1826/12,neANuLAz
14021,Site for Record Office (Ireland) Act 1826,1826-04-11,1826,c.13,,http://data.parliament.uk/publicgeneralact/1826/13,ZlOuTU1Q
14022,Lunacy (Ireland) Act 1826,1826-04-11,1826,c.14,,http://data.parliament.uk/publicgeneralact/1826/14,Lx35mexu
14023,Recovery of Small Tithes Act 1826,1826-04-11,1826,c.15,,http://data.parliament.uk/publicgeneralact/1826/15,7JF6xoJ9
14024,Chelsea and Kilmainham Hospitals Act 1826,1826-04-11,1826,c.16,https://www.legislation.gov.uk/id/ukpga/Geo4/7/16,http://data.parliament.uk/publicgeneralact/1826/16,I7xuvfpb
14025,"Administration of Justice, Durham Act 1826",1826-04-11,1826,c.17,,http://data.parliament.uk/publicgeneralact/1826/17,mHEIdE0l
14026,Prisons (England) Act 1826,1826-04-11,1826,c.18,,http://data.parliament.uk/publicgeneralact/1826/18,dp3ZOvEH
14027,Assault and Battery (Scotland) Act 1826,1826-04-11,1826,c.19,,http://data.parliament.uk/publicgeneralact/1826/19,Af3RnjC9
14028,Stamp Duties (Ireland) Act 1826,1826-05-05,1826,c.20,,http://data.parliament.uk/publicgeneralact/1826/20,WAxY7IAA
14029,Mandamus (Ireland) Act 1826,1826-05-05,1826,c.21,,http://data.parliament.uk/publicgeneralact/1826/21,e9Do47Rx
14030,Assessed Taxes Act 1826,1826-05-05,1826,c.22,,http://data.parliament.uk/publicgeneralact/1826/22,P5OKbZOx
14031,Excise Act 1826,1826-05-05,1826,c.23,,http://data.parliament.uk/publicgeneralact/1826/23,qsLsNdhi
14032,Quartering of Soldiers Act 1826,1826-05-05,1826,c.24,,http://data.parliament.uk/publicgeneralact/1826/24,mYY5vEPH
14033,Distillation (Scotland) Act 1826,1826-05-05,1826,c.25,,http://data.parliament.uk/publicgeneralact/1826/25,e5FY6sHm
14034,Duties on Personal Estates Act 1826,1826-05-05,1826,c.26,,http://data.parliament.uk/publicgeneralact/1826/26,cYmietdM
14035,Militia Pay Act 1826,1826-05-05,1826,c.27,,http://data.parliament.uk/publicgeneralact/1826/27,U5cNXrQI
14036,"Lands of Tilson, Receiver-General Act 1826",1826-05-05,1826,c.28,,http://data.parliament.uk/publicgeneralact/1826/28,yHLB7VqN
14037,Assignment and Sub-letting of Land (Ireland) Act 1826,1826-05-05,1826,c.29,,http://data.parliament.uk/publicgeneralact/1826/29,Mssiv8pt
14038,Public Works Loans Act 1826,1826-05-05,1826,c.30,,http://data.parliament.uk/publicgeneralact/1826/30,BO6g7VF0
14039,Army Act 1826,1826-05-05,1826,c.31,,http://data.parliament.uk/publicgeneralact/1826/31,u5yKxrmv
14040,Board of Trade (President) Act 1826,1826-05-05,1826,c.32,,http://data.parliament.uk/publicgeneralact/1826/32,a8N8i2CA
14041,Licensing of Stage Coaches Act 1826,1826-05-05,1826,c.33,,http://data.parliament.uk/publicgeneralact/1826/33,IseqNBEW
14042,British and Irish Fisheries Act 1826,1826-05-05,1826,c.34,,http://data.parliament.uk/publicgeneralact/1826/34,FGBeH6W6
14043,Greenwich Hospital Act 1826,1826-05-05,1826,c.35,,http://data.parliament.uk/publicgeneralact/1826/35,qWw9IRy1
14044,Civil Bill Courts (Ireland) Act 1826,1826-05-05,1826,c.36,,http://data.parliament.uk/publicgeneralact/1826/36,gb3z6tnA
14045,"Juries, East Indies Act 1826",1826-05-05,1826,c.37,,http://data.parliament.uk/publicgeneralact/1826/37,8GKWEPHG
14046,Admiralty Offences Act 1826,1826-05-05,1826,c.38,,http://data.parliament.uk/publicgeneralact/1826/38,dCYQTT8x
14047,National Debt Act 1826,1826-05-05,1826,c.39,,http://data.parliament.uk/publicgeneralact/1826/39,4DSyr2yV
14048,Advances for Rebuilding London Bridge Act 1826,1826-05-05,1826,c.40,,http://data.parliament.uk/publicgeneralact/1826/40,Vqy7QsHk
14049,Manor Courts (Ireland) Act 1826,1826-05-26,1826,c.41,,http://data.parliament.uk/publicgeneralact/1826/41,FoCbm0Hb
14050,Impounding of Cattle (Ireland) Act 1826,1826-05-26,1826,c.42,,http://data.parliament.uk/publicgeneralact/1826/42,WahMBGnH
14051,"Transfer of Trust Estates, etc. (Ireland) Act 1826",1826-05-26,1826,c.43,,http://data.parliament.uk/publicgeneralact/1826/43,0m6JQ9pC
14052,Stamps Act 1826,1826-05-26,1826,c.44,,http://data.parliament.uk/publicgeneralact/1826/44,fzvpI2n9
14053,Entailed Estates Act 1826,1826-05-26,1826,c.45,,http://data.parliament.uk/publicgeneralact/1826/45,3RlRELKd
14054,Country Bankers Act 1826,1826-05-26,1826,c.46,,http://data.parliament.uk/publicgeneralact/1826/46,u6iQ5vYg
14055,"Exportation of Salmon, etc., from Ireland Act 1826",1826-05-26,1826,c.47,,http://data.parliament.uk/publicgeneralact/1826/47,cvmLsxKw
14056,Customs Act 1826,1826-05-26,1826,c.48,,http://data.parliament.uk/publicgeneralact/1826/48,5cEGJZwW
14057,Excise (Ireland) Act 1826,1826-05-26,1826,c.49,,http://data.parliament.uk/publicgeneralact/1826/49,eB728hLw
14061,"Salaries of Bishops, etc., in West Indies Act 1826",1826-03-22,1826,c.4,,http://data.parliament.uk/publicgeneralact/1826/4,4uzdThPp
14062,Shipping Under Treaties of Commerce Act 1826,1826-03-22,1826,c.5,,http://data.parliament.uk/publicgeneralact/1826/5,1HDDQ2FF
14063,Exchequer Bills Act 1826,1826-05-26,1826,c.50,,http://data.parliament.uk/publicgeneralact/1826/50,walx9XJq
14064,Sale of Crown Lands Act 1826,1826-05-26,1826,c.51,,http://data.parliament.uk/publicgeneralact/1826/51,CpdTsA6L
14065,Naval Forces in India Act 1826,1826-05-26,1826,c.52,,http://data.parliament.uk/publicgeneralact/1826/52,rwURSZWg
14066,Importation of Silk Act 1826,1826-05-26,1826,c.53,,http://data.parliament.uk/publicgeneralact/1826/53,JLG3HyGg
14067,Aliens Act 1826,1826-05-26,1826,c.54,,http://data.parliament.uk/publicgeneralact/1826/54,SybrrVSk
14068,"Poll at Elections, Yorkshire Act 1826",1826-05-26,1826,c.55,,http://data.parliament.uk/publicgeneralact/1826/55,5pEX4qKv
14069,East Indian Officers Act 1826,1826-05-26,1826,c.56,,http://data.parliament.uk/publicgeneralact/1826/56,II6cgump
14070,Insolvent Debtors (England) Act 1826,1826-05-26,1826,c.57,,http://data.parliament.uk/publicgeneralact/1826/57,Buxpnnb2
14071,Yeomanry Act 1826,1826-05-26,1826,c.58,,http://data.parliament.uk/publicgeneralact/1826/58,MGhgk6dZ
14072,Merchant Seamen Act 1826,1826-05-26,1826,c.59,,http://data.parliament.uk/publicgeneralact/1826/59,ihcdqahA
14073,Bank Notes Act 1826,1826-03-22,1826,c.6,,http://data.parliament.uk/publicgeneralact/1826/6,0Fx9oz4H
14074,Destruction of Dwelling Houses (Ireland) Act 1826,1826-05-26,1826,c.60,,http://data.parliament.uk/publicgeneralact/1826/60,Ip3PKFgO
14075,Justices (Ireland) Act 1826,1826-05-26,1826,c.61,,http://data.parliament.uk/publicgeneralact/1826/61,HjTlMdX4
14076,Valuation of Lands (Ireland) Act 1826,1826-05-26,1826,c.62,,http://data.parliament.uk/publicgeneralact/1826/62,nJN2rvrJ
14077,County Buildings Act 1826,1826-05-26,1826,c.63,,http://data.parliament.uk/publicgeneralact/1826/63,2tD2jdro
14078,Criminal Law Act 1826,1826-05-26,1826,c.64,https://www.legislation.gov.uk/id/ukpga/Geo4/7/64,http://data.parliament.uk/publicgeneralact/1826/64,we1Gkej1
14079,Alehouses (England) Act 1826,1826-05-26,1826,c.65,,http://data.parliament.uk/publicgeneralact/1826/65,RrTY6bhN
14080,Clergy Residence Act 1826,1826-05-26,1826,c.66,,http://data.parliament.uk/publicgeneralact/1826/66,0sIydR6l
14081,Bankers (Scotland) Act 1826,1826-05-26,1826,c.67,,http://data.parliament.uk/publicgeneralact/1826/67,uItRRBdf
14082,"Legislative Assembly, Upper Canada Act 1826",1826-05-26,1826,c.68,,http://data.parliament.uk/publicgeneralact/1826/68,YhqhxTyn
14083,Stealing from Gardens Act 1826,1826-05-31,1826,c.69,,http://data.parliament.uk/publicgeneralact/1826/69,x04e7BuR
14084,Advances by Bank of England Act 1826,1826-03-22,1826,c.7,,http://data.parliament.uk/publicgeneralact/1826/7,8dtRu9Gd
14085,Corn Act 1826,1826-05-31,1826,c.70,,http://data.parliament.uk/publicgeneralact/1826/70,Rco24g7L
14086,Corn Act 1826,1826-05-31,1826,c.71,,http://data.parliament.uk/publicgeneralact/1826/71,BQjetrhU
14087,Church Rates (Ireland) Act 1826,1826-05-31,1826,c.72,,http://data.parliament.uk/publicgeneralact/1826/72,GDmfX6XE
14088,Benefices (Ireland) Act 1826,1826-05-31,1826,c.73,,http://data.parliament.uk/publicgeneralact/1826/73,CaqYC85k
14089,Prisons (Ireland) Act 1826,1826-05-31,1826,c.74,,http://data.parliament.uk/publicgeneralact/1826/74,dkMil2pZ
14090,Memorials of Grants of Annuities Act 1826,1826-05-31,1826,c.75,,http://data.parliament.uk/publicgeneralact/1826/75,Tg8dQh2v
14091,Holyhead Bridges and Roads Act 1826,1826-05-31,1826,c.76,,http://data.parliament.uk/publicgeneralact/1826/76,8xjp0KNR
14092,"Regent Street, Carlton Place Act 1826",1826-05-31,1826,c.77,,http://data.parliament.uk/publicgeneralact/1826/77,thJTYndp
14093,Houses of Parliament Act 1826,1826-05-31,1826,c.78,,http://data.parliament.uk/publicgeneralact/1826/78,ovdjSgga
14094,Appropriation Act 1826,1826-05-31,1826,c.79,,http://data.parliament.uk/publicgeneralact/1826/79,3imD1MJY
14095,Juries (Scotland) Act 1826,1826-03-22,1826,c.8,https://www.legislation.gov.uk/id/ukpga/Geo4/7/8,http://data.parliament.uk/publicgeneralact/1826/8,tCAoPHF8
14096,Hard Labour (Ireland) Act 1826,1826-03-22,1826,c.9,,http://data.parliament.uk/publicgeneralact/1826/9,Sen7Lz4Z
14097,Holyhead Road Act 1825,1825-07-05,1825,c.100,,http://data.parliament.uk/publicgeneralact/1825/100,fNjwiqLK
14098,Repair of Roads and Bridges (Ireland) Act 1825,1825-07-05,1825,c.101,,http://data.parliament.uk/publicgeneralact/1825/101,t5ohKqft
14099,Deserted Children (Ireland) Act 1825,1825-07-05,1825,c.102,,http://data.parliament.uk/publicgeneralact/1825/102,GA7vCJO7
14100,"Purchase for Naval Yard at Leith, etc. Act 1825",1825-07-05,1825,c.103,,http://data.parliament.uk/publicgeneralact/1825/103,yDuYXJ2j
14101,Customs Act 1825,1825-07-05,1825,c.104,,http://data.parliament.uk/publicgeneralact/1825/104,v3BHgveN
14102,Customs Act 1825,1825-07-05,1825,c.105,,http://data.parliament.uk/publicgeneralact/1825/105,Hvjcy4dp
14103,"Customs, etc. Act 1825",1825-07-05,1825,c.106,,http://data.parliament.uk/publicgeneralact/1825/106,S2G313WU
14104,"Customs, etc. Act 1825",1825-07-05,1825,c.107,,http://data.parliament.uk/publicgeneralact/1825/107,WBPi7b7l
14105,"Customs, etc. Act 1825",1825-07-05,1825,c.108,,http://data.parliament.uk/publicgeneralact/1825/108,BlEGpcjH
14106,"Customs, etc. Act 1825",1825-07-05,1825,c.109,,http://data.parliament.uk/publicgeneralact/1825/109,bVVVNWN9
14107,"Customs, etc. Act 1825",1825-07-05,1825,c.110,,http://data.parliament.uk/publicgeneralact/1825/110,ti0VbcBh
14108,"Customs, etc. Act 1825",1825-07-05,1825,c.111,,http://data.parliament.uk/publicgeneralact/1825/111,z2YgypS2
14109,"Customs, etc. Act 1825",1825-07-05,1825,c.112,,http://data.parliament.uk/publicgeneralact/1825/112,Q13RJhDM
14110,"Customs, etc. Act 1825",1825-07-05,1825,c.113,,http://data.parliament.uk/publicgeneralact/1825/113,tr29FZQ6
14111,"Customs, etc. Act 1825",1825-07-05,1825,c.114,,http://data.parliament.uk/publicgeneralact/1825/114,6RtsmscS
14112,"Customs, etc. Act 1825",1825-07-05,1825,c.115,,http://data.parliament.uk/publicgeneralact/1825/115,2AL3bQGG
14113,Passenger Vessels Act 1825,1825-07-05,1825,c.116,,http://data.parliament.uk/publicgeneralact/1825/116,h4KzB5vq
14114,"Duties on Glass, etc. Act 1825",1825-07-05,1825,c.117,,http://data.parliament.uk/publicgeneralact/1825/117,HKG0OhwS
14115,"Duties on Plate, etc. Act 1825",1825-07-05,1825,c.118,,http://data.parliament.uk/publicgeneralact/1825/118,ISnz25PZ
14116,Newspaper Stamps Act 1825,1825-07-05,1825,c.119,,http://data.parliament.uk/publicgeneralact/1825/119,q7tmSeaS
14117,Court of Session Act 1825,1825-07-05,1825,c.120,https://www.legislation.gov.uk/id/ukpga/Geo4/6/120,http://data.parliament.uk/publicgeneralact/1825/120,VvjDkYLA
14118,Insolvent Debtors Act 1825,1825-07-05,1825,c.121,,http://data.parliament.uk/publicgeneralact/1825/121,je3bJXvG
14119,Linen Manufacturers (Ireland) Act 1825,1825-07-05,1825,c.122,,http://data.parliament.uk/publicgeneralact/1825/122,UZ8shSY4
14120,"Costs on Private Bills, etc. Act 1825",1825-07-05,1825,c.123,,http://data.parliament.uk/publicgeneralact/1825/123,hX0qTcSC
14121,Marylebone District Rectories Act 1825,1825-07-05,1825,c.124,,http://data.parliament.uk/publicgeneralact/1825/124,TkqayZ9q
14122,Pilotage Act 1825,1825-07-05,1825,c.125,,http://data.parliament.uk/publicgeneralact/1825/125,3IMGpiFq
14123,"Malicious Wounding, etc. (Scotland) Act 1825",1825-07-05,1825,c.126,,http://data.parliament.uk/publicgeneralact/1825/126,71WqOyXY
14124,"Protection of Property in Orchards, etc. Act 1825",1825-07-05,1825,c.127,,http://data.parliament.uk/publicgeneralact/1825/127,AGD30E0p
14125,Dublin Streets Act 1825,1825-07-05,1825,c.128,,http://data.parliament.uk/publicgeneralact/1825/128,MMEheQSU
14126,Combinations of Workmen Act 1825,1825-07-06,1825,c.129,,http://data.parliament.uk/publicgeneralact/1825/129,wqCdH911
14127,Church Rates (Ireland) Act 1825,1825-07-06,1825,c.130,,http://data.parliament.uk/publicgeneralact/1825/130,70Mbwdwa
14128,Co-partnerships (Scotland) Act 1825,1825-07-06,1825,c.131,,http://data.parliament.uk/publicgeneralact/1825/131,TszKk5Li
14129,Salcey Forest Act 1825,1825-07-06,1825,c.132,,http://data.parliament.uk/publicgeneralact/1825/132,wZgaxrsR
14130,Apothecaries (England) Act 1825,1825-07-06,1825,c.133,,http://data.parliament.uk/publicgeneralact/1825/133,bdpqfUsR
14131,Appropriation Act 1825,1825-07-06,1825,c.134,,http://data.parliament.uk/publicgeneralact/1825/134,zsu5LGSq
14132,Supply Act 1825,1825-03-04,1825,c.1,,http://data.parliament.uk/publicgeneralact/1825/1,iK48nQPg
14133,Weights and Measures Act 1825,1825-03-31,1825,c.12,,http://data.parliament.uk/publicgeneralact/1825/12,XytGe9ku
14134,"Wine, etc., Duties Act 1825",1825-03-31,1825,c.13,,http://data.parliament.uk/publicgeneralact/1825/13,QeQcwaKt
14135,Supply Act 1825,1825-03-31,1825,c.14,,http://data.parliament.uk/publicgeneralact/1825/14,yWNe4FkF
14136,Caledonian Canal Act 1825,1825-03-31,1825,c.15,,http://data.parliament.uk/publicgeneralact/1825/15,IdKW4vbf
14137,Bankrupts (England) Act 1825,1825-05-02,1825,c.16,,http://data.parliament.uk/publicgeneralact/1825/16,ESvi19Dd
14138,Crown Lands Act 1825,1825-05-02,1825,c.17,,http://data.parliament.uk/publicgeneralact/1825/17,SaKy1jk6
14139,Navy Pay Act 1825,1825-05-02,1825,c.18,,http://data.parliament.uk/publicgeneralact/1825/18,RkzVh9i4
14140,Threatening Letters Act 1825,1825-05-02,1825,c.19,,http://data.parliament.uk/publicgeneralact/1825/19,rjH7gosP
14141,Exchequer Bills Act 1825,1825-03-04,1825,c.2,,http://data.parliament.uk/publicgeneralact/1825/2,06Msk9Ef
14142,Quartering of Soldiers Act 1825,1825-05-02,1825,c.20,,http://data.parliament.uk/publicgeneralact/1825/20,Bk9hso27
14143,"Justice of the Peace, Metropolis Act 1825",1825-05-20,1825,c.21,,http://data.parliament.uk/publicgeneralact/1825/21,dHFdH5ZO
14144,Jurors (Scotland) Act 1825,1825-05-20,1825,c.22,https://www.legislation.gov.uk/id/ukpga/Geo4/6/22,http://data.parliament.uk/publicgeneralact/1825/22,7TSHr4i3
14145,Sheriff Courts (Scotland) Act 1825,1825-05-20,1825,c.23,,http://data.parliament.uk/publicgeneralact/1825/23,Elod4Fpm
14146,Small Debts (Scotland) Act 1825,1825-05-20,1825,c.24,,http://data.parliament.uk/publicgeneralact/1825/24,6WpLiWUX
14147,Criminal Law Act 1825,1825-05-20,1825,c.25,,http://data.parliament.uk/publicgeneralact/1825/25,hBrs2DQG
14148,"Royal Naval Asylum, etc. Act 1825",1825-06-10,1825,c.26,,http://data.parliament.uk/publicgeneralact/1825/26,R5VBvOPO
14149,"Relief to Chelsea, etc., Pensioners Act 1825",1825-06-10,1825,c.27,,http://data.parliament.uk/publicgeneralact/1825/27,78Ytnpbb
14150,Postage Act 1825,1825-06-10,1825,c.28,,http://data.parliament.uk/publicgeneralact/1825/28,HAf4wrDf
14151,Importation Act 1825,1825-06-10,1825,c.29,,http://data.parliament.uk/publicgeneralact/1825/29,s1zATl3w
14152,Indemnity Act 1825,1825-03-09,1825,c.3,,http://data.parliament.uk/publicgeneralact/1825/3,8PVjcBVU
14153,Court of Chancery (Ireland) Officers Act 1825,1825-06-10,1825,c.30,,http://data.parliament.uk/publicgeneralact/1825/30,5O2jYXS7
14154,Militia Pay Act 1825,1825-06-10,1825,c.31,,http://data.parliament.uk/publicgeneralact/1825/31,ClDtLoqK
14155,Land Tax Act 1825,1825-06-10,1825,c.32,,http://data.parliament.uk/publicgeneralact/1825/32,jkoLYLR8
14156,Dissolution of Levant Company Act 1825,1825-06-10,1825,c.33,,http://data.parliament.uk/publicgeneralact/1825/33,mC5iTcIl
14157,"Duke of Atholl's Rights, Isle of Man Act 1825",1825-06-10,1825,c.34,,http://data.parliament.uk/publicgeneralact/1825/34,XXcLmqRF
14158,Public Works Loans Act 1825,1825-06-10,1825,c.35,,http://data.parliament.uk/publicgeneralact/1825/35,DK0QDjtu
14159,Pembroke Dock Act 1825,1825-06-10,1825,c.36,,http://data.parliament.uk/publicgeneralact/1825/36,cpBRYZlX
14160,Exciseable Liquors Act 1825,1825-06-10,1825,c.37,,http://data.parliament.uk/publicgeneralact/1825/37,4guiBRui
14161,"Regent Street, etc. Act 1825",1825-06-10,1825,c.38,,http://data.parliament.uk/publicgeneralact/1825/38,JjXZxYpd
14162,Van Diemen's Land Company Act 1825,1825-06-10,1825,c.39,,http://data.parliament.uk/publicgeneralact/1825/39,wbJKfpc4
14163,Unlawful Societies (Ireland) Act 1825,1825-03-09,1825,c.4,,http://data.parliament.uk/publicgeneralact/1825/4,VCNZDkoz
14164,Mortgages of County Rates Act 1825,1825-06-10,1825,c.40,,http://data.parliament.uk/publicgeneralact/1825/40,QEcsem91
14165,Stamps Act 1825,1825-06-10,1825,c.41,,http://data.parliament.uk/publicgeneralact/1825/41,kXwbukGS
